"run_id","completed","predicates","total_clusters","avg_cluster_size","biggest_cluster_size","biggest_cluster","total_donors","donor_type","total_run_time","donor_cluster_ratio","settings_file"
23,"2020-11-29 16:41:27.844259","(SimplePredicate: (sameFiveCharStartPredicate, name), TfidfNGramCanopyPredicate: (0.4, name)) (SimplePredicate: (sameThreeCharStartPredicate, name), SimplePredicate: (wholeFieldPredicate, street)) (SimplePredicate: (twoGramFingerprint, street), TfidfNGramCanopyPredicate: (0.4, name)) (SimplePredicate: (commonThreeTokens, name), TfidfNGramCanopyPredicate: (0.8, street))",12981,"3.54479624065943",222,"unitemized:319282",82661,"CORP","270.608699798584","6.36784531237963","dedupe_extension/settings_1"
24,"2020-11-29 17:12:53.30033","(SimplePredicate: (doubleMetaphone, state), SimplePredicate: (sameSevenCharStartPredicate, name)) (SimplePredicate: (alphaNumericPredicate, name), SimplePredicate: (firstIntegerPredicate, zip)) (SimplePredicate: (doubleMetaphone, name), TfidfNGramCanopyPredicate: (0.6, name)) (SimplePredicate: (commonFourGram, name), SimplePredicate: (wholeFieldPredicate, street)) (SimplePredicate: (firstIntegerPredicate, name), TfidfNGramCanopyPredicate: (0.4, name))",12241,"4.20709092394412",219,"unitemized:319282",82661,"CORP","1885.44298791885","6.75279797402173","dedupe_extension/settings_2"
25,"2020-11-29 17:49:03.873254","(ExistsPredicate: (Exists, city), SimplePredicate: (sameSevenCharStartPredicate, name)) (SimplePredicate: (commonFourGram, name), SimplePredicate: (wholeFieldPredicate, street)) (SimplePredicate: (alphaNumericPredicate, name), SimplePredicate: (sortedAcronym, city)) (SimplePredicate: (sortedAcronym, street), TfidfNGramCanopyPredicate: (0.8, name))",12236,"4.20292579274273",202,"unitemitzed:396626",82661,"CORP","2170.55948591232","6.7555573716901","dedupe_extension/settings_3"
26,"2020-11-29 19:13:42.001634","(SimplePredicate: (sameSevenCharStartPredicate, name), SimplePredicate: (tokenFieldPredicate, name)) (SimplePredicate: (commonIntegerPredicate, name), TfidfNGramCanopyPredicate: (0.2, street)) (LevenshteinCanopyPredicate: (4, street), SimplePredicate: (commonIntegerPredicate, city)) (TfidfNGramCanopyPredicate: (0.6, name), TfidfNGramCanopyPredicate: (0.6, street)) (SimplePredicate: (suffixArray, name), TfidfNGramCanopyPredicate: (0.6, street))",12099,"4.18968509794198",249,"unitemized:319282",82661,"CORP","5078.11524891853","6.83205223572196","dedupe_extension/settings_4"
27,"2020-11-29 21:35:43.326141","(ExistsPredicate: (Exists, zip), SimplePredicate: (sameSevenCharStartPredicate, name)) (SimplePredicate: (commonTwoTokens, name), TfidfTextCanopyPredicate: (0.8, street)) (SimplePredicate: (alphaNumericPredicate, name), TfidfNGramCanopyPredicate: (0.2, street)) (LevenshteinCanopyPredicate: (3, name), SimplePredicate: (firstIntegerPredicate, name)) (SimplePredicate: (wholeFieldPredicate, street), TfidfNGramCanopyPredicate: (0.8, name)) (LevenshteinCanopyPredicate: (4, name), TfidfNGramCanopyPredicate: (0.8, street))",15681,"4.37944008672916",235,"unitemized unitemized:404309",106745,"CORP","8359.06664919853","6.80728269880747","dedupe_extension/settings_0"
28,"2020-11-29 21:41:34.496986","(SimplePredicate: (sameFiveCharStartPredicate, name), TfidfNGramCanopyPredicate: (0.4, name)) (SimplePredicate: (sameThreeCharStartPredicate, name), SimplePredicate: (wholeFieldPredicate, street)) (SimplePredicate: (twoGramFingerprint, street), TfidfNGramCanopyPredicate: (0.4, name)) (SimplePredicate: (commonThreeTokens, name), TfidfNGramCanopyPredicate: (0.8, street))",16838,"3.7288870412163",293,"unitemized unitemized:404309",106745,"CORP","351.151658058167","6.33952963534862","dedupe_extension/settings_1"
29,"2020-11-29 22:12:58.801453","(SimplePredicate: (doubleMetaphone, state), SimplePredicate: (sameSevenCharStartPredicate, name)) (SimplePredicate: (alphaNumericPredicate, name), SimplePredicate: (firstIntegerPredicate, zip)) (SimplePredicate: (doubleMetaphone, name), TfidfNGramCanopyPredicate: (0.6, name)) (SimplePredicate: (commonFourGram, name), SimplePredicate: (wholeFieldPredicate, street)) (SimplePredicate: (firstIntegerPredicate, name), TfidfNGramCanopyPredicate: (0.4, name))",16246,"4.28868644589437",278,"unitemized unitemized:404309",106745,"CORP","1884.29230213165","6.57054044072387","dedupe_extension/settings_2"
30,"2020-11-29 22:43:11.097898","(ExistsPredicate: (Exists, city), SimplePredicate: (sameSevenCharStartPredicate, name)) (SimplePredicate: (commonFourGram, name), SimplePredicate: (wholeFieldPredicate, street)) (SimplePredicate: (alphaNumericPredicate, name), SimplePredicate: (sortedAcronym, city)) (SimplePredicate: (sortedAcronym, street), TfidfNGramCanopyPredicate: (0.8, name))",16092,"4.32351478995774",252,"unitemized unitemized:404309",106745,"CORP","1812.28295993805","6.63342033308476","dedupe_extension/settings_3"
31,"2020-11-30 00:01:57.971702","(SimplePredicate: (sameSevenCharStartPredicate, name), SimplePredicate: (tokenFieldPredicate, name)) (SimplePredicate: (commonIntegerPredicate, name), TfidfNGramCanopyPredicate: (0.2, street)) (LevenshteinCanopyPredicate: (4, street), SimplePredicate: (commonIntegerPredicate, city)) (TfidfNGramCanopyPredicate: (0.6, name), TfidfNGramCanopyPredicate: (0.6, street)) (SimplePredicate: (suffixArray, name), TfidfNGramCanopyPredicate: (0.6, street))",15850,"4.33671924290221",320,"unitemized unitemized:404309",106745,"CORP","4726.85734724998","6.73470031545741","dedupe_extension/settings_4"
32,"2020-11-30 02:44:28.164231","(ExistsPredicate: (Exists, zip), SimplePredicate: (sameSevenCharStartPredicate, name)) (SimplePredicate: (commonTwoTokens, name), TfidfTextCanopyPredicate: (0.8, street)) (SimplePredicate: (alphaNumericPredicate, name), TfidfNGramCanopyPredicate: (0.2, street)) (LevenshteinCanopyPredicate: (3, name), SimplePredicate: (firstIntegerPredicate, name)) (SimplePredicate: (wholeFieldPredicate, street), TfidfNGramCanopyPredicate: (0.8, name)) (LevenshteinCanopyPredicate: (4, name), TfidfNGramCanopyPredicate: (0.8, street))",19102,"4.49188566642236",292,"unitemized:483508",129832,"CORP","9564.47561693192","6.79677520678463","dedupe_extension/settings_0"
33,"2020-11-30 02:52:22.386215","(SimplePredicate: (sameFiveCharStartPredicate, name), TfidfNGramCanopyPredicate: (0.4, name)) (SimplePredicate: (sameThreeCharStartPredicate, name), SimplePredicate: (wholeFieldPredicate, street)) (SimplePredicate: (twoGramFingerprint, street), TfidfNGramCanopyPredicate: (0.4, name)) (SimplePredicate: (commonThreeTokens, name), TfidfNGramCanopyPredicate: (0.8, street))",20720,"3.79686293436293",331,"unitemized unitemized:483507",129832,"CORP","474.204514980316","6.26602316602317","dedupe_extension/settings_1"
34,"2020-11-30 03:21:00.043837","(SimplePredicate: (doubleMetaphone, state), SimplePredicate: (sameSevenCharStartPredicate, name)) (SimplePredicate: (alphaNumericPredicate, name), SimplePredicate: (firstIntegerPredicate, zip)) (SimplePredicate: (doubleMetaphone, name), TfidfNGramCanopyPredicate: (0.6, name)) (SimplePredicate: (commonFourGram, name), SimplePredicate: (wholeFieldPredicate, street)) (SimplePredicate: (firstIntegerPredicate, name), TfidfNGramCanopyPredicate: (0.4, name))",20004,"4.30473905218956",334,"unitemized unitemized:483507",129832,"CORP","1717.64482498169","6.49030193961208","dedupe_extension/settings_2"
35,"2020-11-30 03:47:25.400024","(ExistsPredicate: (Exists, city), SimplePredicate: (sameSevenCharStartPredicate, name)) (SimplePredicate: (commonFourGram, name), SimplePredicate: (wholeFieldPredicate, street)) (SimplePredicate: (alphaNumericPredicate, name), SimplePredicate: (sortedAcronym, city)) (SimplePredicate: (sortedAcronym, street), TfidfNGramCanopyPredicate: (0.8, name))",19688,"4.39216781796018",299,"unitemized:483508",129832,"CORP","1585.33678817749","6.59447379114181","dedupe_extension/settings_3"
36,"2020-11-30 05:48:15.841755","(SimplePredicate: (sameSevenCharStartPredicate, name), SimplePredicate: (tokenFieldPredicate, name)) (SimplePredicate: (commonIntegerPredicate, name), TfidfNGramCanopyPredicate: (0.2, street)) (LevenshteinCanopyPredicate: (4, street), SimplePredicate: (commonIntegerPredicate, city)) (TfidfNGramCanopyPredicate: (0.6, name), TfidfNGramCanopyPredicate: (0.6, street)) (SimplePredicate: (suffixArray, name), TfidfNGramCanopyPredicate: (0.6, street))",19162,"4.48601398601399",382,"unitemized unitemized:483507",129832,"CORP","7250.42714095116","6.77549316355287","dedupe_extension/settings_4"
43,"2020-12-02 19:45:47.012232","(LevenshteinCanopyPredicate: (1, name), SimplePredicate: (sameThreeCharStartPredicate, street)) (SimplePredicate: (commonThreeTokens, name), TfidfNGramCanopyPredicate: (0.6, zip)) (SimplePredicate: (commonSixGram, zip), SimplePredicate: (fingerprint, name))",3355,"2.98122205663189",38,"new york state laboreres' pac-state fund:143997",31046,"CORP","16.1662468910217","9.25365126676602","dedupe_extension/settings_IND_0"
44,"2020-12-02 19:52:42.513284","(LevenshteinCanopyPredicate: (2, name), LevenshteinCanopyPredicate: (3, street)) (SimplePredicate: (commonTwoTokens, city), SimplePredicate: (commonTwoTokens, name)) (SimplePredicate: (suffixArray, street), TfidfTextCanopyPredicate: (0.8, name)) (SimplePredicate: (commonTwoTokens, name), TfidfNGramCanopyPredicate: (0.8, name)) (TfidfNGramCanopyPredicate: (0.6, name), TfidfNGramCanopyPredicate: (0.8, street)) (SimplePredicate: (commonThreeTokens, name), SimplePredicate: (oneGramFingerprint, state)) (LevenshteinCanopyPredicate: (2, name), SimplePredicate: (doubleMetaphone, street))",3754,"3.15743207245605",39,"new york state laboreres' pac-state fund:143997",31046,"CORP","415.488617897034","8.27011188066063","dedupe_extension/settings_IND_1"
45,"2020-12-02 19:55:19.860849","(SimplePredicate: (commonTwoTokens, name), SimplePredicate: (commonTwoTokens, street)) (SimplePredicate: (commonThreeTokens, name), TfidfNGramCanopyPredicate: (0.4, zip)) (ExistsPredicate: (Exists, state), SimplePredicate: (commonIntegerPredicate, name)) (LevenshteinCanopyPredicate: (1, state), SimplePredicate: (commonThreeTokens, name)) (SimplePredicate: (fingerprint, name), TfidfNGramCanopyPredicate: (0.8, street))",3812,"3.26731374606506",41,"new york sate laborers pac:143911",31046,"CORP","157.32932305336","8.14428121720881","dedupe_extension/settings_IND_2"
46,"2020-12-02 19:57:51.898152","(LevenshteinCanopyPredicate: (1, name), SimplePredicate: (sortedAcronym, street)) (SimplePredicate: (commonThreeTokens, name), TfidfNGramCanopyPredicate: (0.6, state)) (TfidfNGramCanopyPredicate: (0.6, name), TfidfNGramCanopyPredicate: (0.8, street)) (SimplePredicate: (hundredIntegersOddPredicate, name), TfidfTextCanopyPredicate: (0.6, name)) (TfidfNGramCanopyPredicate: (0.6, street), TfidfNGramCanopyPredicate: (0.8, name))",3507,"3.07698887938409",39,"new york state laboreres' pac-state fund:143997",31046,"CORP","152.024335861206","8.85258055317936","dedupe_extension/settings_IND_3"
47,"2020-12-02 19:59:44.450607","(SimplePredicate: (doubleMetaphone, name), SimplePredicate: (oneGramFingerprint, zip)) (TfidfNGramCanopyPredicate: (0.6, name), TfidfNGramCanopyPredicate: (0.6, street)) (SimplePredicate: (commonThreeTokens, name), TfidfNGramCanopyPredicate: (0.8, name))",3048,"2.80216535433071",28,"cwa district one pac:131128",31046,"CORP","112.53790640831","10.1856955380577","dedupe_extension/settings_IND_4"
48,"2020-12-02 20:00:40.399995","(LevenshteinCanopyPredicate: (1, name), SimplePredicate: (sameThreeCharStartPredicate, street)) (SimplePredicate: (commonThreeTokens, name), TfidfNGramCanopyPredicate: (0.6, zip)) (SimplePredicate: (commonSixGram, zip), SimplePredicate: (fingerprint, name))",7231,"3.02613746369797",50,"law  pac  of new york:257077",58646,"CORP","24.8304848670959","8.11035818005808","dedupe_extension/settings_IND_0"
49,"2020-12-02 20:24:04.392029","(LevenshteinCanopyPredicate: (2, name), LevenshteinCanopyPredicate: (3, street)) (SimplePredicate: (commonTwoTokens, city), SimplePredicate: (commonTwoTokens, name)) (SimplePredicate: (suffixArray, street), TfidfTextCanopyPredicate: (0.8, name)) (SimplePredicate: (commonTwoTokens, name), TfidfNGramCanopyPredicate: (0.8, name)) (TfidfNGramCanopyPredicate: (0.6, name), TfidfNGramCanopyPredicate: (0.8, street)) (SimplePredicate: (commonThreeTokens, name), SimplePredicate: (oneGramFingerprint, state)) (LevenshteinCanopyPredicate: (2, name), SimplePredicate: (doubleMetaphone, street))",7981,"3.3510838240822",53,"cwa - district one p.a.c.:240281",58646,"CORP","1403.9807639122","7.34820197970179","dedupe_extension/settings_IND_1"
50,"2020-12-02 20:43:09.057718","(SimplePredicate: (commonTwoTokens, name), SimplePredicate: (commonTwoTokens, street)) (SimplePredicate: (commonThreeTokens, name), TfidfNGramCanopyPredicate: (0.4, zip)) (ExistsPredicate: (Exists, state), SimplePredicate: (commonIntegerPredicate, name)) (LevenshteinCanopyPredicate: (1, state), SimplePredicate: (commonThreeTokens, name)) (SimplePredicate: (fingerprint, name), TfidfNGramCanopyPredicate: (0.8, street))",7960,"3.51721105527638",57,"uniformed fire fighters loc854:281551",58646,"CORP","1144.65061926842","7.36758793969849","dedupe_extension/settings_IND_2"
51,"2020-12-02 20:50:24.893677","(LevenshteinCanopyPredicate: (1, name), SimplePredicate: (sortedAcronym, street)) (SimplePredicate: (commonThreeTokens, name), TfidfNGramCanopyPredicate: (0.6, state)) (TfidfNGramCanopyPredicate: (0.6, name), TfidfNGramCanopyPredicate: (0.8, street)) (SimplePredicate: (hundredIntegersOddPredicate, name), TfidfTextCanopyPredicate: (0.6, name)) (TfidfNGramCanopyPredicate: (0.6, street), TfidfNGramCanopyPredicate: (0.8, name))",7485,"3.28216432865731",52,"law  pac  of new york:257077",58646,"CORP","435.816406011581","7.83513694054776","dedupe_extension/settings_IND_3"
52,"2020-12-02 20:55:08.325322","(SimplePredicate: (doubleMetaphone, name), SimplePredicate: (oneGramFingerprint, zip)) (TfidfNGramCanopyPredicate: (0.6, name), TfidfNGramCanopyPredicate: (0.6, street)) (SimplePredicate: (commonThreeTokens, name), TfidfNGramCanopyPredicate: (0.8, name))",6834,"2.98522095405326",47,"law  pac  of new york:257077",58646,"CORP","283.420331001282","8.58150424348844","dedupe_extension/settings_IND_4"
53,"2020-12-02 20:56:27.548","(LevenshteinCanopyPredicate: (1, name), SimplePredicate: (sameThreeCharStartPredicate, street)) (SimplePredicate: (commonThreeTokens, name), TfidfNGramCanopyPredicate: (0.6, zip)) (SimplePredicate: (commonSixGram, zip), SimplePredicate: (fingerprint, name))",11095,"3.15322217214962",66,"law p.a.c. of new york:361553",84189,"CORP","30.2608556747437","7.58801261829653","dedupe_extension/settings_IND_0"
54,"2020-12-02 21:40:51.315961","(LevenshteinCanopyPredicate: (2, name), LevenshteinCanopyPredicate: (3, street)) (SimplePredicate: (commonTwoTokens, city), SimplePredicate: (commonTwoTokens, name)) (SimplePredicate: (suffixArray, street), TfidfTextCanopyPredicate: (0.8, name)) (SimplePredicate: (commonTwoTokens, name), TfidfNGramCanopyPredicate: (0.8, name)) (TfidfNGramCanopyPredicate: (0.6, name), TfidfNGramCanopyPredicate: (0.8, street)) (SimplePredicate: (commonThreeTokens, name), SimplePredicate: (oneGramFingerprint, state)) (LevenshteinCanopyPredicate: (2, name), SimplePredicate: (doubleMetaphone, street))",11978,"3.51828351978627",68,"law p.a.c. of new york:361553",84189,"CORP","2663.75457882881","7.02863583235932","dedupe_extension/settings_IND_1"
